validation_class,tc_id,ucs_id,uc_id,use_case,scenario,test_case_title,tc_sheet,differentiation_tier,moat_classification,priority,detection_id,detection_type,target_dataset,pov_scenario_id,pov_scenario_payload,mitre_techniques,expected_signal,primary_kpi,threshold,detection_source,base_platform,required_addon,content_status,authoring_gap
PLT,TC-CIEM-04,UCS-CIEM-04,UC-CIEM,Cloud Infrastructure Entitlement Management (CIEM),IdP Integration,Validate Identity Provider Sync — sync cadence meets freshness SLA (<1hr),Cloud,LEAD,Table Stakes,P2,,Platform-state assertion (no detection content),,POV-SC-015,Create test IAM roles with over-permissive policies; simulate privilege escalation path,TBD,"IdP data (Okta, Azure AD, Google Workspace) syncs with accurate user/group/role mapping",SLA Compliance,<1hr,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",—
POS,TC-ASM-05,UCS-ASM-03,UC-ASM,Attack Surface & Exposure Management,External Asset Discovery,Validate External Attack Surface Discovery — discovery covers all registered IP ranges and domains,Cloud,MOAT,Ecosystem,P1,,Posture policy assertion (no detection content),,POV-SC-003,"Provision 50+ net-new assets via Terraform across AWS/Azure/GCP (compute, storage, network, IAM)",TBD,"Internet-facing assets discovered via Xpanse integration with accurate IP, domain, certificate, and service mapping",Asset Discovery Coverage,Qualitative pass,Cortex Cloud Inventory (/api/v1/inventory) · Xpanse Asset Inventory + Issues,Cortex XSIAM · Cortex Cloud,Attack Surface Management · Exposure Management · Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-ASM-06,UCS-ASM-04,UC-ASM,Attack Surface & Exposure Management,Service and Port Identification,Validate Service & Port Identification — Running services and open ports correctly identified with version detection,Cloud,MOAT,Ecosystem,P1,,Posture policy assertion (no detection content),,POV-SC-105,Deploy test fixture representing Service and Port Identification,TBD,Running services and open ports correctly identified with version detection,Asset Discovery Coverage,Qualitative pass,Cortex Cloud Posture Dashboard + REST API · Xpanse Asset Inventory + Issues,Cortex XSIAM · Cortex Cloud,Attack Surface Management · Exposure Management · Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-ASM-07,UCS-ASM-05,UC-ASM,Attack Surface & Exposure Management,Internet Exposure Detection,"Validate Internet Exposure Risk Scoring — Exposure risk scored combining service type, vulnerability status, data sensitivity, and business criticality",Cloud,MOAT,Ecosystem,P1,,Posture policy assertion (no detection content),,POV-SC-035,Deploy test fixture representing Internet Exposure Detection,TBD,"Exposure risk scored combining service type, vulnerability status, data sensitivity, and business criticality",MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API · Xpanse Asset Inventory + Issues,Cortex XSIAM · Cortex Cloud,Attack Surface Management · Exposure Management · Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-DSPM-01,UCS-DSPM-01,UC-DSPM,Data Security Posture Management (DSPM),Data Assets Discovery,"Validate Data Asset Discovery — Data stores (S3, RDS, DynamoDB, BigQuery, Cosmos DB) discovered across multi-cloud",Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-003,"Provision 50+ net-new assets via Terraform across AWS/Azure/GCP (compute, storage, network, IAM)",TBD,"Data stores (S3, RDS, DynamoDB, BigQuery, Cosmos DB) discovered across multi-cloud",Asset Discovery Coverage,Qualitative pass,Cortex Cloud Inventory (/api/v1/inventory),Cortex Cloud,Cloud Posture Security · Cortex Data Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-DSPM-02,UCS-DSPM-02,UC-DSPM,Data Security Posture Management (DSPM),Data Classification,Validate Data Classification Accuracy — false positive rate <5% on test dataset with known labels,Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-010,"Upload representative sensitive data (PII, PCI, PHI) to S3/GCS/Azure Blob with mixed access controls",TBD,"Classification labels (PII, PHI, PCI, IP, Public) accurately applied based on content sampling",False Positive Rate,<5%,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security · Cortex Data Security,"N/A — assertion, not detection",—
POS,TC-DSPM-03,UCS-DSPM-03,UC-DSPM,Data Security Posture Management (DSPM),Static Risk Analysis,"Validate Data Risk & Exposure Analysis — Data exposure paths identified (public access, overly broad IAM, cross-account sharing)",Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-010,"Upload representative sensitive data (PII, PCI, PHI) to S3/GCS/Azure Blob with mixed access controls",TBD,"Data exposure paths identified (public access, overly broad IAM, cross-account sharing)",MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security · Cortex Data Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
DET,TC-DSPM-04,UCS-DSPM-04,UC-DSPM,Data Security Posture Management (DSPM),Data Detection & Response (DDR),Validate Data Detection & Response (DDR) — Anomalous data access patterns detected in near-real-time,Cloud,LEAD,Cloud-Native,P2,DET-DSPM-01,Cloud Runtime Policy (CDR),cloud_audit_logs · container_events,POV-SC-002,"Execute container/K8s attack (shell spawn, crypto-miner, reverse shell) via attack simulation (e.g., Stratus)",TBD,Anomalous data access patterns detected in near-real-time,MTTD,Qualitative pass,Cortex Cloud Runtime Alerts + /api/v1/alerts,Cortex Cloud,Cloud Posture Security · Cortex Data Security,TO AUTHOR,GENERIC SCENARIO (shared by 14 TCs) — needs purpose-built payload · NO MITRE MAPPING · NO MEASURABLE THRESHOLD
POS,TC-ASPM-01,UCS-ASPM-01,UC-ASPM,Application Security Posture Management (ASPM),Code to Cloud,Validate Code-to-Cloud Traceability — traceability chain complete from git commit → image → deployment → runtime,Cloud,MOAT,Cloud-Native,P1,,Posture policy assertion (no detection content),,POV-SC-009,"Commit intentionally vulnerable code (SQLi, OSS with CVE) → build image → deploy to test namespace",TBD,Source code findings traced through CI/CD pipeline to deployed runtime resources,Completeness %,Qualitative pass,ASPM Command Center (/api/v1/asoc/findings),Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-SCA-04,UCS-SCA-04,UC-SCA,Software Composition Analysis,3rd Party SAST Ingestion,Validate Third-Party SAST Ingestion — unified priority view across all scanners,Cloud,MOAT,Table Stakes,P1,,Posture policy assertion (no detection content),,POV-SC-009,"Commit intentionally vulnerable code (SQLi, OSS with CVE) → build image → deploy to test namespace",TBD,"Findings from Checkmarx, SonarQube, Snyk Code, Semgrep ingested via API with accurate CWE mapping",MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Application Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-ASPM-03,UCS-ASPM-02,UC-ASPM,Application Security Posture Management (ASPM),Application Centric Visibility,"Validate Application-Centric Risk View — Per-application risk aggregation combines code, IaC, image, runtime, and DSPM findings",Cloud,MOAT,Table Stakes,P1,,Posture policy assertion (no detection content),,POV-SC-009,"Commit intentionally vulnerable code (SQLi, OSS with CVE) → build image → deploy to test namespace",TBD,"Per-application risk aggregation combines code, IaC, image, runtime, and DSPM findings",MTTD,Qualitative pass,ASPM Command Center (/api/v1/asoc/findings),Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-ASPM-04,UCS-ASPM-03,UC-ASPM,Application Security Posture Management (ASPM),AppSec Operationalization,Validate AppSec Operationalization — AppSec policies enforced across CI/CD (block builds with Critical findings),Cloud,MOAT,Table Stakes,P1,,Posture policy assertion (no detection content),,POV-SC-009,"Commit intentionally vulnerable code (SQLi, OSS with CVE) → build image → deploy to test namespace",TBD,AppSec policies enforced across CI/CD (block builds with Critical findings),Automation Rate,Qualitative pass,ASPM Command Center (/api/v1/asoc/findings),Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-AISP-01,UCS-AISP-01,UC-AISP,AI Security Posture Management,AI Assets Discovery,"Validate AI Asset Discovery & Inventory — AI/ML resources (SageMaker endpoints, Bedrock models, Vertex AI, OpenAI integrations) discovered across multi-cloud",Cloud,MOAT,Cloud-Native,P1,,Posture policy assertion (no detection content),,POV-SC-003,"Provision 50+ net-new assets via Terraform across AWS/Azure/GCP (compute, storage, network, IAM)",TBD,"AI/ML resources (SageMaker endpoints, Bedrock models, Vertex AI, OpenAI integrations) discovered across multi-cloud",Asset Discovery Coverage,Qualitative pass,Cortex Cloud Inventory (/api/v1/inventory),Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-AISP-02,UCS-AISP-02,UC-AISP,AI Security Posture Management,AI Models Support,"Validate AI Model Security Assessment — AI models assessed for security risks: data poisoning vectors, model extraction exposure, prompt injection surfaces",Cloud,MOAT,Table Stakes,P1,,Posture policy assertion (no detection content),,POV-SC-004,Deploy SageMaker endpoint + Bedrock invocation + Lambda→OpenAI + shadow GPU VM with custom LLM,TBD,"AI models assessed for security risks: data poisoning vectors, model extraction exposure, prompt injection surfaces",MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-AISP-03,UCS-AISP-03,UC-AISP,AI Security Posture Management,AI Ecosystem,Validate AI Ecosystem & Supply Chain Risk — Third-party AI model dependencies and plugins inventoried,Cloud,MOAT,Cloud-Native,P1,,Posture policy assertion (no detection content),,POV-SC-004,Deploy SageMaker endpoint + Bedrock invocation + Lambda→OpenAI + shadow GPU VM with custom LLM,TBD,Third-party AI model dependencies and plugins inventoried,Asset Discovery Coverage,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-AISP-04,UCS-AISP-04,UC-AISP,AI Security Posture Management,AI Static Risk Analysis,"Validate AI Static Risk Analysis — AI-specific static analysis identifies: hardcoded API keys in ML pipelines, insecure model serialization (pickle), unvalidated model…",Cloud,MOAT,Table Stakes,P1,,Posture policy assertion (no detection content),,POV-SC-004,Deploy SageMaker endpoint + Bedrock invocation + Lambda→OpenAI + shadow GPU VM with custom LLM,TBD,"AI-specific static analysis identifies: hardcoded API keys in ML pipelines, insecure model serialization (pickle), unvalidated model inputs",MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-AISP-05,UCS-AISP-05,UC-AISP,AI Security Posture Management,AI Sensitive Data Classification,Validate AI Sensitive Data Classification — Training data stores scanned for sensitive data (PII/PHI/PCI in training sets),Cloud,MOAT,Table Stakes,P1,,Posture policy assertion (no detection content),,POV-SC-004,Deploy SageMaker endpoint + Bedrock invocation + Lambda→OpenAI + shadow GPU VM with custom LLM,TBD,Training data stores scanned for sensitive data (PII/PHI/PCI in training sets),MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
PLT,TC-AISP-06,UCS-AISP-06,UC-AISP,AI Security Posture Management,AI Dashboard,Validate AI Security Dashboard & Posture — AI-SPM dashboard shows aggregate AI security posture across all discovered AI assets,Cloud,MOAT,Table Stakes,P1,,Platform-state assertion (no detection content),,POV-SC-004,Deploy SageMaker endpoint + Bedrock invocation + Lambda→OpenAI + shadow GPU VM with custom LLM,TBD,AI-SPM dashboard shows aggregate AI security posture across all discovered AI assets,Asset Discovery Coverage,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-SCS-01,UCS-SCS-01,UC-SCS,Supply Chain Security,Supply Chain Assets Discovery,"Validate CI/CD Asset Discovery — VCS repositories, CI/CD pipelines, container registries, and build systems discovered with accurate metadata",Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-003,"Provision 50+ net-new assets via Terraform across AWS/Azure/GCP (compute, storage, network, IAM)",TBD,"VCS repositories, CI/CD pipelines, container registries, and build systems discovered with accurate metadata",Asset Discovery Coverage,Qualitative pass,Cortex Cloud Inventory (/api/v1/inventory),Cortex Cloud,Application Security · Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-SCS-02,UCS-SCS-02,UC-SCS,Supply Chain Security,Supply Chain Compliance,"Validate Supply Chain Compliance Assessment — CI/CD pipelines evaluated against supply chain security standards (SLSA, SSDF)",Cloud,LEAD,Cloud-Native,P2,,Posture policy assertion (no detection content),,POV-SC-007,"Deploy test fixtures with intentional misconfigurations (open SGs, public buckets, over-permissive IAM)",TBD,"CI/CD pipelines evaluated against supply chain security standards (SLSA, SSDF)",Compliance Score,Qualitative pass,Cortex Cloud Policies + Alerts view,Cortex Cloud,Application Security · Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-SCS-03,UCS-SCS-03,UC-SCS,Supply Chain Security,Supply Chain Inventory,Validate Supply Chain Inventory & SBOM — Complete software bill of materials (SBOM) generated for containerized applications,Cloud,LEAD,Cloud-Native,P2,,Posture policy assertion (no detection content),,POV-SC-003,"Provision 50+ net-new assets via Terraform across AWS/Azure/GCP (compute, storage, network, IAM)",TBD,Complete software bill of materials (SBOM) generated for containerized applications,Asset Discovery Coverage,Qualitative pass,Cortex Cloud Inventory (/api/v1/inventory),Cortex Cloud,Application Security · Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-SCS-04,UCS-SCS-04,UC-SCS,Supply Chain Security,Supply Chain Catalog,Validate Supply Chain Risk Catalog — Centralized catalog of all supply chain components with risk scoring,Cloud,LEAD,Cloud-Native,P2,,Posture policy assertion (no detection content),,POV-SC-004,Deploy SageMaker endpoint + Bedrock invocation + Lambda→OpenAI + shadow GPU VM with custom LLM,TBD,Centralized catalog of all supply chain components with risk scoring,MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Application Security · Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-SCS-05,UCS-SCS-05,UC-SCS,Supply Chain Security,Image Scanning,"Validate Container Image Scanning — Container images scanned in registries (ECR, ACR, GCR, DockerHub) and at runtime",Cloud,LEAD,Cloud-Native,P2,,Posture policy assertion (no detection content),,POV-SC-004,Deploy SageMaker endpoint + Bedrock invocation + Lambda→OpenAI + shadow GPU VM with custom LLM,TBD,"Container images scanned in registries (ECR, ACR, GCR, DockerHub) and at runtime",MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Application Security · Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-CITH-01,UCS-CITH-01,UC-CITH,Accelerated Investigations & Threat Hunting,Cloud Exploit Prevention,Validate Cloud Exploit Prevention — Cortex Agent prevents exploitation of known and unknown vulnerabilities on cloud workloads,Cloud,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-106,Deploy test fixture representing Cloud Exploit Prevention,TBD,Cortex Agent prevents exploitation of known and unknown vulnerabilities on cloud workloads,MTTD,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
DET,TC-CITH-02,UCS-CITH-02,UC-CITH,Accelerated Investigations & Threat Hunting,Cloud Malware Detection and Response,"Validate Cloud Malware Detection & Response — Known and unknown malware detected on cloud workloads via static analysis, behavioral detection, and WildFire…",Cloud,PARITY,Table Stakes,P3,DET-CITH-01,Cloud Runtime Policy (CDR),cloud_audit_logs · container_events,POV-SC-002,"Execute container/K8s attack (shell spawn, crypto-miner, reverse shell) via attack simulation (e.g., Stratus)",TBD,"Known and unknown malware detected on cloud workloads via static analysis, behavioral detection, and WildFire sandbox",MTTD,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Runtime Alerts + /api/v1/alerts,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,TO AUTHOR,GENERIC SCENARIO (shared by 14 TCs) — needs purpose-built payload · NO MITRE MAPPING · NO MEASURABLE THRESHOLD
DET,TC-CITH-03,UCS-CITH-03,UC-CITH,Accelerated Investigations & Threat Hunting,Cloud Endpoint Protection: BIOC,Validate Behavioral IOC Detection (BIOC) — BIOC alerts include full causality context,Cloud,PARITY,Table Stakes,P3,DET-CITH-02,Cloud Runtime Policy (CDR),cloud_audit_logs · container_events,POV-SC-002,"Execute container/K8s attack (shell spawn, crypto-miner, reverse shell) via attack simulation (e.g., Stratus)",TBD,Custom and OOTB BIOCs detect cloud-specific attack patterns,Causality Chain Completeness,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Runtime Alerts + /api/v1/alerts,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,TO AUTHOR,GENERIC SCENARIO (shared by 14 TCs) — needs purpose-built payload · NO MITRE MAPPING · NO MEASURABLE THRESHOLD
DET,TC-CITH-04,UCS-CITH-04,UC-CITH,Accelerated Investigations & Threat Hunting,Cloud Endpoint Protection: AI runtime security,Validate AI Runtime Security Analytics — AI-powered runtime analytics detect anomalous cloud workload behavior without signature dependency,Cloud,PARITY,Cloud-Native,P3,DET-CITH-03,Cloud Runtime Policy (CDR),cloud_audit_logs · container_events,POV-SC-002,"Execute container/K8s attack (shell spawn, crypto-miner, reverse shell) via attack simulation (e.g., Stratus)",TBD,AI-powered runtime analytics detect anomalous cloud workload behavior without signature dependency,MTTD,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Runtime Alerts + /api/v1/alerts,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,TO AUTHOR,GENERIC SCENARIO (shared by 14 TCs) — needs purpose-built payload · NO MITRE MAPPING · NO MEASURABLE THRESHOLD
POS,TC-CITH-05,UCS-CITH-05,UC-CITH,Accelerated Investigations & Threat Hunting,Cloud Endpoint Protection: Wildfire Intelligence & Sandboxing,Validate WildFire Intelligence & Sandbox — WildFire verdicts propagate to all Cortex Cloud agents within 5 minutes,Cloud,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-107,Deploy test fixture representing Cloud Endpoint Protection: Wildfire Intelligence & Sandboxing,TBD,Unknown files submitted to WildFire cloud sandbox,MTTD,within 5 min,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,"N/A — assertion, not detection",—
POS,TC-CITH-06,UCS-CITH-06,UC-CITH,Accelerated Investigations & Threat Hunting,Cloud Endpoint Protection: Ransomware Prevention,Validate Cloud Ransomware Prevention — Ransomware-specific detection and prevention across cloud workloads,Cloud,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-108,Deploy test fixture representing Cloud Endpoint Protection: Ransomware Prevention,TBD,Ransomware-specific detection and prevention across cloud workloads,MTTD,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
DET,TC-CITH-07,UCS-CITH-07,UC-CITH,Accelerated Investigations & Threat Hunting,Automated Stitching and Alert Consolidation powered by AI,Demonstrate AI-Powered Alert Stitching — alert-to-incident ratio demonstrates >80% noise reduction,Cloud,MOAT,AI-Native,P1,DET-CITH-04,Cloud Posture Policy (custom),incidents,POV-SC-004,Deploy SageMaker endpoint + Bedrock invocation + Lambda→OpenAI + shadow GPU VM with custom LLM,TBD,"Related alerts across endpoints, network, and cloud services consolidated into unified incidents via AI correlation",Cross-Source Correlation Rate,>80%,XSIAM Incidents (XQL: dataset=incidents) · Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,TO AUTHOR,GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MITRE MAPPING
POS,TC-CITH-08,UCS-CITH-08,UC-CITH,Accelerated Investigations & Threat Hunting,Root cause analysis & cross-data insights,Validate Root Cause Analysis & Cross-Data Insights — Causality view reconstructs complete attack chain from initial access to impact,Cloud,PARITY,Platform,P3,,Posture policy assertion (no detection content),,POV-SC-010,"Upload representative sensitive data (PII, PCI, PHI) to S3/GCS/Azure Blob with mixed access controls",TBD,Causality view reconstructs complete attack chain from initial access to impact,Causality Chain Completeness,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CITH-09,UCS-CITH-09,UC-CITH,Accelerated Investigations & Threat Hunting,Cloud Data Investigation & Query Language,"Validate Cloud Investigation Query Language — XQL/RQL queries execute across cloud telemetry (CloudTrail, VPC Flow, runtime events) with interactive latency",Cloud,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-109,Deploy test fixture representing Cloud Data Investigation & Query Language,TBD,"XQL/RQL queries execute across cloud telemetry (CloudTrail, VPC Flow, runtime events) with interactive latency",Discovery Latency,Qualitative pass,XQL query engine (/public_api/v1/xql/start_xql_query) · Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CITH-10,UCS-CITH-10,UC-CITH,Accelerated Investigations & Threat Hunting,Capture Complete Record of Events for EDR,"Validate EDR Telemetry Completeness — Complete process, file, registry, network, and cloud API event telemetry captured on cloud workloads",Cloud,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-110,Deploy test fixture representing Capture Complete Record of Events for EDR,TBD,"Complete process, file, registry, network, and cloud API event telemetry captured on cloud workloads",Completeness %,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
DET,TC-CITH-11,UCS-CITH-11,UC-CITH,Accelerated Investigations & Threat Hunting,OOTB and Custom Detection Rules,Validate Detection Rule Accuracy — false positive rate <5% on production-representative test data,Cloud,PARITY,Table Stakes,P3,DET-CITH-05,Cloud Runtime Policy (CDR),cloud_audit_logs · container_events,POV-SC-002,"Execute container/K8s attack (shell spawn, crypto-miner, reverse shell) via attack simulation (e.g., Stratus)",TBD,OOTB detection rules fire correctly on simulated attack techniques (MITRE ATT&CK mapped),False Positive Rate,<5%,XSIAM UI + XQL · Cortex Cloud Runtime Alerts + /api/v1/alerts,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,TO AUTHOR,GENERIC SCENARIO (shared by 14 TCs) — needs purpose-built payload · NO MITRE MAPPING
POS,TC-CITH-12,UCS-CITH-12,UC-CITH,Accelerated Investigations & Threat Hunting,User and Entity Behavior Analytics (UEBA),Validate User & Entity Behavior Analytics (UEBA) — UEBA baselines normal behavior for cloud identities and workloads,Cloud,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-111,Deploy test fixture representing User and Entity Behavior Analytics (UEBA),TBD,UEBA baselines normal behavior for cloud identities and workloads,Cross-Source Correlation Rate,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
PLT,TC-CITH-13,UCS-CITH-13,UC-CITH,Accelerated Investigations & Threat Hunting,Detection Rules detect Past and Future Events,Validate Retroactive Detection Coverage — retroactive scan covers full retention window,Cloud,PARITY,Table Stakes,P3,,Platform-state assertion (no detection content),,POV-SC-002,"Execute container/K8s attack (shell spawn, crypto-miner, reverse shell) via attack simulation (e.g., Stratus)",TBD,New detection rules automatically evaluate against historical telemetry,Coverage %,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Runtime Alerts + /api/v1/alerts,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 14 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-CITH-14,UCS-CITH-14,UC-CITH,Accelerated Investigations & Threat Hunting,Causality View,Validate Causality View Investigation — Complete attack causality chain visualized from initial access through impact,Cloud,LEAD,Platform,P2,,Posture policy assertion (no detection content),,POV-SC-112,Deploy test fixture representing Causality View,TBD,Complete attack causality chain visualized from initial access through impact,Causality Chain Completeness,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
PLT,TC-CITH-15,UCS-CITH-15,UC-CITH,Accelerated Investigations & Threat Hunting,MITRE ATT&CK Mapping,Validate MITRE ATT&CK Mapping Accuracy — coverage heat map reflects detection portfolio across all ATT&CK stages,Cloud,LEAD,Table Stakes,P2,,Platform-state assertion (no detection content),,POV-SC-113,Deploy test fixture representing MITRE ATT&CK Mapping,TBD,Incidents correctly mapped to ATT&CK tactics and techniques (cloud matrix),Coverage %,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CITH-16,UCS-CITH-16,UC-CITH,Accelerated Investigations & Threat Hunting,Ad-Hoc Queries,Validate Ad-Hoc Query Investigation — Investigators run ad-hoc queries across all cloud telemetry with interactive response times,Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-114,Deploy test fixture representing Ad-Hoc Queries,TBD,Investigators run ad-hoc queries across all cloud telemetry with interactive response times,MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CITH-17,UCS-CITH-17,UC-CITH,Accelerated Investigations & Threat Hunting,Live Terminal,Validate Live Terminal Remote Access — remote investigation commands execute with full audit trail,Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-115,Deploy test fixture representing Live Terminal,TBD,"Live terminal establishes connection to cloud workloads (EC2, container) within acceptable latency",Discovery Latency,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Runtime Security · Forensics · Extended Threat Hunting,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
